antecedent_ids,antecedent_names,consequent_ids,consequent_names,support,confidence,lift,LHS,RHS
1377,Organic Lactose Free Strawberry Yogurt,9846,Simply Dressed Coleslaw Dressing,0.0109,0.4175,38.3028,{1377},{9846}
10442,Low Fat Madagascar Vanilla Kefir Probiotic Cultured Milk Smoothie,30278,Organic Caesar Complete Salad Kit,0.1339,0.4946,3.6938,{10442},{30278}
20807,Authentic Deep Dish Cheese Pizza,"13171, 34353","Organic Whole Grain Black Beans & Rice Rice & Seasoning Mix, Eco Chic Technology Tea Tree Triple Treat Conditioner for All Hair Types",0.0869,0.3781,4.351,{20807},"{13171, 34353}"
"35991, 49478","Pizza, Thin & Crispy, Sliced Tomato & 5 Cheese, Frozen Organic Strawberries",16150,Organic Seaweed Gomasio,0.3626,0.9773,2.6953,"{35991, 49478}",{16150}
10744,Chicken Noodle R&W Condensed Soup Family Size,"38256, 478","Maple Glazed Pecan & Sea Salt Bar, Organic Pitted Kalamata Olives",0.1994,0.688,3.4504,{10744},"{38256, 478}"
"16520, 1742","Hip Action Roasted Beef Recipe Moist dog Treat, Onion Crispbread",36047,Los Osos Merlot,0.3068,0.3431,1.1183,"{16520, 1742}",{36047}
42305,Dog Food With Beef in Meaty Juices,"31981, 33376","1% Low Fat Milk, Vanilla Wafer Cookies",0.097,0.5726,5.9031,{42305},"{31981, 33376}"
2522,4 Cheese Sauce,17022,Elbows Pasta,0.3597,0.4149,1.1535,{2522},{17022}
"32287, 44009","Sausage & Rice Links, Fully Cooked, Golden Brown, Graduates Pasta Pick-ups - Cheese & Spinach Ravioli","11932, 27688","2\"" Width Self Adhering Elastic Athletic Bandage, Original Pops",0.1128,0.9088,8.0567,"{32287, 44009}","{11932, 27688}"
"22748, 32647","Black Rice, Apples, Guavas & Beets Organic Baby Food",22897,Chai Latte,0.1444,0.7071,4.8968,"{22748, 32647}",{22897}
"39930, 48157","Cheese Sticks with A Twist, Organic Powered Chocolate Peanut Butter",41872,"Herbal Tea, Organic Chamomile",0.4609,0.9123,1.9794,"{39930, 48157}",{41872}
"5183, 8338","Sesame Chicken, Vegan Peanut Butter Smores",37777,Moroccan Infusion Color Care Shampoo,0.4106,0.8639,2.104,"{5183, 8338}",{37777}
588,Special K Original Cereal,34035,Hamburger Bun,0.2808,0.3492,1.2436,{588},{34035}
20876,Crunchy Peanut Butter Energy Bar,30258,Organic Peppermint Mints,0.0445,0.4477,10.0607,{20876},{30258}
641,Cheddar Cheese Curds,"21391, 47160","Sardines In Soybean Oil, Hair Expertise Ever Pure Blonde Shampoo",0.0279,0.7859,28.1685,{641},"{21391, 47160}"
"18175, 44010","Organics Chocolate Milk with DHA, Tri Color Pasta Fettuccini",1924,Long Grain Rice,0.3837,0.3541,0.9229,"{18175, 44010}",{1924}
"24472, 2574","Nestle Carnation Instant Nonfat Dry Milk, Beef Stew Canned Dog Food","1097, 24554","Sonoma County Sauvignon Blanc, Bars, Slim, Raspberry Truffle, Vegan, Bars, Gluten Free, Box",0.2599,0.6213,2.3905,"{24472, 2574}","{1097, 24554}"
44823,"On-the-Go Kit, Cheese Pizza",48449,Frozen Concentrated Lemonade,0.2251,0.7014,3.1159,{44823},{48449}
"3066, 375","Organic Balance Milk Protein Shake Dark Chocolate, Multigrain Spaghetti Style Pasta","18613, 46524","Light Southwestern Style Vegetable Soup, Natural Peanut Butter Crunchy and Flaxseed",0.3784,0.6787,1.7936,"{3066, 375}","{18613, 46524}"
20499,Grain Free Naturals Chicken & Garden Pea Adult Dry Dog Food,"32165, 32736","Orange Unsweetened Soft Drink Mix, Humectress Conditioner",0.3727,0.9803,2.6303,{20499},"{32165, 32736}"
26304,Cheese Balls,42350,Peanut Butter Cups Candy,0.4486,0.8052,1.7949,{26304},{42350}
"24790, 46484","Real Medleys Dark Chocolate Cranberry Almond Granola Cereal, Peanut Butter Dark Chocolate + Protein Nutrition Bar",42350,Peanut Butter Cups Candy,0.158,0.7146,4.5228,"{24790, 46484}",{42350}
29501,Honey Dijon Rice Chips MWO Rice Chips,"13401, 3163","Valerian Extract, Natural Calm Anti-Stress Drink",0.1346,0.353,2.6226,{29501},"{13401, 3163}"
"21313, 48133","Brie Cheese, Organic Baby Food, Sweet Potatoes Starting Solids 1","16469, 41453","Broccoli Cheddar Quiche, Eggo Buttermilk Pancakes",0.2332,0.5488,2.3533,"{21313, 48133}","{16469, 41453}"
"16961, 21794","45 Calories & Delightful Healthy Multi-Grain Bread, Beef Bean Chimichanga",25080,"Ale, Not Quite Pale, No. 9",0.2862,0.3071,1.073,"{16961, 21794}",{25080}
29956,Milk Chocolate Candies,"15534, 15770","Lightly Salted Roasted Edamame, Hot Dog Chili Sauce",0.4512,0.8667,1.9209,{29956},"{15534, 15770}"
"32348, 43052","Drews Buttermilk Ranch Dressing, Best Grains 12 Whole Grains Bread",28789,La Lechera Sweetened Condensed Milk,0.1952,0.8774,4.4949,"{32348, 43052}",{28789}
31760,Crunchy Nut Golden Honey Nut Flakes Cereal,24899,Spinach & Ricotta Tortelloni,0.332,0.5773,1.7389,{31760},{24899}
"26300, 42244","Spaghetti Protein Plus Pasta, Total 2% All Natural Low Fat 2% Milkfat Greek Strained Yogurt","10014, 23350","Fresh Puttanesca Sauce, Chow Mein Seasoning Mix",0.2169,0.6683,3.0811,"{26300, 42244}","{10014, 23350}"
16739,Organic Traditional Tomato & Basil Pasta Sauce,"26797, 4200","Drinkable Yogurt Starwberry, 60 Watt Crystal Clear Bulbs",0.2709,0.6681,2.4662,{16739},"{26797, 4200}"
"4917, 691","Buttermilk Ranch Pretzel Pieces, Organic Promise Strawberry Fields Cereal",33294,"Tortillas, Wheat Free, Sprouted Corn",0.1486,0.4407,2.9657,"{4917, 691}",{33294}
4344,Ciabatta Bread,45348,Chillable Red House Wine,0.3031,0.4176,1.3778,{4344},{45348}
"38888, 40560","Cheddar Cheese Condensed Soup, Caramel Corn Organic Rice Cakes",20172,Almond Goat's Milk Soap,0.2213,0.5691,2.5716,"{38888, 40560}",{20172}
"14441, 23488","Lemon Pepper Chicken Breast, Air Chilled Boneless Chicken Breast","25625, 46153","Nonfat Yogurt, Cherry Pie Filling",0.4986,0.6647,1.3331,"{14441, 23488}","{25625, 46153}"
"11109, 39410","Organic 4% Milk Fat Whole Milk Cottage Cheese, Gatherings Turkey & Cheese Snack Tray",25931,Organic Baby Spinach Salad,0.2011,0.5449,2.7096,"{11109, 39410}",{25931}
"46524, 6948","Natural Peanut Butter Crunchy and Flaxseed, Organic Original Almond Milk","18545, 7671","Buttery Spread, Organic Yogurt Baby Food",0.3413,0.5218,1.5289,"{46524, 6948}","{18545, 7671}"
26288,Coconut Cranberry Almond Cereal,"1077, 13350","Security Super Plus Unscented Tampons, Vine Ripened Golden Berries",0.0966,0.919,9.5135,{26288},"{1077, 13350}"
7842,Tuscany Pumpkin Pasta Sauce,"20171, 26274","White Bread, Dutch Apple Pie",0.4452,0.739,1.6599,{7842},"{20171, 26274}"
"10921, 11352","Turkey sausage with egg whites and reduced fat cheese on an English muffin Turkey Sausage English Muffin, Organic Mini Sandwich Crackers Peanut Butter",15534,Lightly Salted Roasted Edamame,0.1954,0.783,4.0072,"{10921, 11352}",{15534}
"26448, 37940","Petite Diced Tomatoes No Salt Added, Original Strawberry Low Fat Yogurt","35388, 9344","Brooklyn Rye Oval, Simply 100 Pineapple Blended Non-Fat Greek Yogurt",0.4311,0.5027,1.1661,"{26448, 37940}","{35388, 9344}"
43286,Fruit & Nuts in Yogurt Fruit & Nut Bar,"24181, 702","No Sugar Added Lemon & Cherry Flavor Real Italian Ice, Cheese Spread Port Wine",0.4614,0.4315,0.9352,{43286},"{24181, 702}"
49617,Creamy Mozzarella Sun-Dried Tomato & Basil Flavor Cheese Wedges,"18134, 36789","Original Coconut Oil Soap, UltimateCare Premium Liquid Bleach",0.0493,0.9224,18.7099,{49617},"{18134, 36789}"
21692,Pearls Fresh Mozzarella Cheese,"2562, 6255","Quick & Easy Steel Cut Irish Oatmeal, Multi-Grain Cheerios Dark Chocolate Crunch Cereal",0.2077,0.5263,2.5339,{21692},"{2562, 6255}"
"12374, 35771","Belgian Chocolate Milk, Milk Chocolate Covered Peanuts",33632,Reduced Fat Pepper Jack  Cheese,0.4931,0.9017,1.8286,"{12374, 35771}",{33632}
"25851, 7054","Almond Cereal, Low Fat Plain Yogurt",7996,Grenache Varietal Red Wine Vinegar,0.4978,0.308,0.6187,"{25851, 7054}",{7996}
16313,Organic Just Apples,"30384, 4231","Dark Caffe Verona Whole Bean Coffee, Advanced Haircare Color Vibrancy Conditioner",0.363,0.3925,1.0813,{16313},"{30384, 4231}"
"19610, 8305","Mini Kumato Tomatoes, Chopped Blends With Chicken Carrots Peas & Wild Rice Dog Food","10133, 4452","Rockin Refuel Chocolate Protein Milk Beverage, Fearless Uncured Beef Franks",0.2568,0.626,2.4377,"{19610, 8305}","{10133, 4452}"
"30788, 42291","Sprouted Seed Spelt Bread, Intuition Pure Nourishment With Coconut Milk And Almond Oil Refill Blades","35902, 4603","Vegan Garlic & Roasted Veggie Ravioli, Organic Emerald Matcha Whole Leaf Tea",0.4626,0.854,1.8461,"{30788, 42291}","{35902, 4603}"
"40148, 48251","Organic Ancient Grains Crispbread, Old Fashioned Nutty Peanut Butter","12101, 38256","Black Truffle Flavored Olive Oil, Maple Glazed Pecan & Sea Salt Bar",0.0586,0.3859,6.5853,"{40148, 48251}","{12101, 38256}"
"26494, 3861","European Style Salted Butter Sticks, Fresh Mushroom  Pasta Sauce",43833,Organic Extra Thick Passata Rustica Puree,0.4582,0.3985,0.8697,"{26494, 3861}",{43833}
"33366, 35576","Philly Cheese Steak, New Orleans Style Dinner Mix Rice Pilaf","40317, 4063","Echo Caviar, Turkey Ham",0.4438,0.3503,0.7893,"{33366, 35576}","{40317, 4063}"
"11533, 22001","Ready Whole Grain Medley Quinoa & Brown Rice With Roasted Garlic, Instant Noodle Soup Imitation Beef Flavor","23404, 43717","With Rice Gumbo Mix, 18-in-1 Hemp Pure-Castile Soap Almond",0.1,0.4449,4.449,"{11533, 22001}","{23404, 43717}"
"35157, 36641","Peanut Butter Toasty Crackers, Fat Free Chicken Broth","23350, 6445","Chow Mein Seasoning Mix, Gold Blend Tea Bags",0.1925,0.5851,3.0395,"{35157, 36641}","{23350, 6445}"
"15664, 26579","Tomatoes Sauce, Organico Bello Spicy Marinara Pasta Sauce",29125,Bac-Out Stain & Odor Remover,0.2772,0.8373,3.0206,"{15664, 26579}",{29125}
26655,Natural Roast Beef,15913,Ranch Veggie Dip,0.3928,0.7493,1.9076,{26655},{15913}
"11084, 21162","Large Biodynamic Eggs, Organic Mixed Berry Yogurt & Fruit Snack",7160,Clear Cups,0.4633,0.7771,1.6773,"{11084, 21162}",{7160}
"26761, 48510","Organic Sweet Bread & Butter Pickles, Chicken Empanadas",11325,Organic Hemp Plus Granola,0.4917,0.4471,0.9093,"{26761, 48510}",{11325}
"19566, 25911","Peanut Butter Powder, Butterscotch Ice Cream Topping",912,Mushroom Stems & Pieces in Water,0.1658,0.7068,4.263,"{19566, 25911}",{912}
37757,Fresh Ground Crunchy Peanut Butter,"1926, 43833","2 In 1 Super Foam & Scrub Sponges, Organic Extra Thick Passata Rustica Puree",0.095,0.5377,5.66,{37757},"{1926, 43833}"
"16194, 6595","White Chocolate Wonder Peanut Butter, Sourdough Garlic Bread",17427,Uncured Beef Franks,0.3978,0.8135,2.045,"{16194, 6595}",{17427}
"36034, 45261","Organic Tamari With Seaweed Rice Cake, Beneful Chopped Blends With Beef, Tomatoes, Carrots & Wild Rice Dog Food",6880,for Tots Apple White Grape Juice,0.1825,0.6508,3.566,"{36034, 45261}",{6880}
"33648, 5115","Butterfinger Dipped Frozen Dairy Dessert Cones, Organic Medium Brown Eggs","18613, 2989","Light Southwestern Style Vegetable Soup, Sweet Marsala",0.2755,0.8723,3.1662,"{33648, 5115}","{18613, 2989}"
23037,Singles Pepperoni French Bread Pizzas,7771,Gluten Free Hazelnut Wafer Bites,0.1724,0.9201,5.337,{23037},{7771}
1866,Organics Hawaiian Coconut Milk Facial Wash,"11932, 18545","2\"" Width Self Adhering Elastic Athletic Bandage, Buttery Spread",0.307,0.5693,1.8544,{1866},"{11932, 18545}"
39014,Egg Sausage And Cheese Burrito,"40317, 45848","Echo Caviar, Greek Yogurt Indulgent Raspberry",0.3818,0.8389,2.1972,{39014},"{40317, 45848}"
16291,Organic Extra Large Brown Omega 3 Eggs,"31981, 3286","1% Low Fat Milk, 9\"" OvenFresh Pie Plate",0.2524,0.424,1.6799,{16291},"{31981, 3286}"
35242,Cornmeal Crust 3 Cheese Pizza,36354,Bourbon Vanilla & Tangerine Hair Texturizer,0.4632,0.6489,1.4009,{35242},{36354}
23216,Fancy Shredded Cheese Italian Blend,"13171, 37019","Organic Whole Grain Black Beans & Rice Rice & Seasoning Mix, Dairy Free Gluten Free Cookie Dough Coconut Milk Frozen Dessert",0.1512,0.3925,2.5959,{23216},"{13171, 37019}"
23942,Greek Mousse Coconut Cream Yogurt,"32736, 43857","Humectress Conditioner, Traditional Chicken & Wild Rice Soup",0.4092,0.7519,1.8375,{23942},"{32736, 43857}"
46863,Organic Plain Coconut Milk Yogurt,14862,Aged White Cheddar Puffs Cheese Snacks,0.0103,0.8348,81.0485,{46863},{14862}
23241,Vanilla Milk Chocolate Almonds All Natural Ice Cream Bars,"31506, 41303","Extra Virgin Olive Oil, Almond Breeze Reduced Sugar Vanilla Almondmilk",0.1549,0.718,4.6352,{23241},"{31506, 41303}"
36596,Kiev Breaded Stuffed Chicken Breasts,34412,"Big Bags with Double Zipper, XL",0.1328,0.8387,6.3155,{36596},{34412}
"29825, 37407","Manicotti Pasta, Moroccan Seasoned Chicken Stew, Organic",15770,Hot Dog Chili Sauce,0.446,0.8804,1.974,"{29825, 37407}",{15770}
"16402, 31339","Organic Gluten Free Sweetened Rice Flakes Cereal, Chicken Nugget Meal With Macaroni & Cheese",26508,Dandruff Shampoo Plus Conditioner T/Gel® Daily Control,0.336,0.3756,1.1179,"{16402, 31339}",{26508}
5744,Unsalted Chicken Stock,"44012, 4517","Natural Active Life Aluminum Free Deodorant Sport Stick, Sausage Pizza Rolls",0.1688,0.7451,4.4141,{5744},"{44012, 4517}"
"38892, 46045","Toll House Butterscotch Morsels, Reduced Fat Irish Butter","13350, 23027","Vine Ripened Golden Berries, Dominican Chocolate Bar",0.385,0.9536,2.4769,"{38892, 46045}","{13350, 23027}"
"18502, 6106","Licorice Soft Eating Raspberry, Philadelphia Garden Vegetable Light Cream Cheese","1897, 3573","Yukon Gold Potatoes Bag, Organic Green Sauerkraut",0.3575,0.5301,1.4828,"{18502, 6106}","{1897, 3573}"
25283,Lasagne Pasta,"24099, 30968","Snickerdoodle Cookie with Salted Caramel Ice Cream Sandwich, Water Chestnut",0.2243,0.7147,3.1864,{25283},"{24099, 30968}"
32741,Chicken Parmigiana Complete Meals,43857,Traditional Chicken & Wild Rice Soup,0.3285,0.8867,2.6992,{32741},{43857}
"45554, 8954","Barbecue Chicken Breast Slices, Premium Pepperoni Pizza in Garlic Buttery Crust Sandwiches","11932, 7829","2\"" Width Self Adhering Elastic Athletic Bandage, Organic Protein Vanilla Smoothie",0.4582,0.6517,1.4223,"{45554, 8954}","{11932, 7829}"
32531,Italian Style Beef Seasoned Gravy & Premium Thin Sliced Seasoned Roast Beef,35074,Whole Milk Mozzarella Shredded Cheese,0.2092,0.4684,2.239,{32531},{35074}
"11615, 17615","Original Prepared Cheese Product, Calcium Pulp Free Orange Juice",29125,Bac-Out Stain & Odor Remover,0.2242,0.4431,1.9764,"{11615, 17615}",{29125}
37795,Dairy Pure 2% Reduced Fat Milk,24899,Spinach & Ricotta Tortelloni,0.0343,0.4061,11.8397,{37795},{24899}
41027,Original Crackerbread Hearts,"18703, 22818","Pure Doctor Kombucha, Cinnamon Pebbles Cereals",0.0875,0.9168,10.4777,{41027},"{18703, 22818}"
48048,"Antibiotic Free, Hormone Free, Vegetarian Fed, Fearless Beef Franks",35902,Vegan Garlic & Roasted Veggie Ravioli,0.4395,0.4524,1.0294,{48048},{35902}
7091,Peanut Butter Pretzel Mojo,"20302, 24099","Quick Oats, Snickerdoodle Cookie with Salted Caramel Ice Cream Sandwich",0.4767,0.8936,1.8746,{7091},"{20302, 24099}"
34170,Crumbled Feta Cheese Reduced Fat,25931,Organic Baby Spinach Salad,0.4411,0.5745,1.3024,{34170},{25931}
"13550, 9146","Dill Chabis Pure Goat Milk Cheese, Organic Chèvre Fleurie Soft Ripened Goat Cheese","3163, 48158","Natural Calm Anti-Stress Drink, Blackberry Graham Soft-Baked Cereal Bars",0.0776,0.4659,6.0039,"{13550, 9146}","{3163, 48158}"
"14619, 32310","Margherita Crispy Flatbread Pizza, Chicken Fried Rice, Side Dish, Family Style","10503, 46153","U Ultra Overnight With Wings Pads, Cherry Pie Filling",0.1278,0.8251,6.4562,"{14619, 32310}","{10503, 46153}"
34927,Beef Taquitos,8828,Fine Yolk Free Noodles,0.4433,0.8651,1.9515,{34927},{8828}
14330,Pure Seedless Strawberry Jam,"13817, 41298","\""Im Pei-nut Butter\"" Double Chocolate Cookie & Peanut Butter Ice Cream, Town House Italian Herb Flatbread Crisps",0.3555,0.8674,2.4399,{14330},"{13817, 41298}"
"39539, 48080","Milk Chocolate with Whole Hazelnuts, Homestyle Thick & Hearty Flavored with Meat Pasta Sauce",5615,White Miso Soup Mix,0.4259,0.9489,2.228,"{39539, 48080}",{5615}
"13334, 14811","Strawberry Blueberry Yogurt, Healthy Grains Low Fat Banana Nut Clusters","14069, 28711","Vietnamese Brown Rice Spring Roll Wrappers, Tamale Pepper Cheese 3 Pk",0.4038,0.4849,1.2008,"{13334, 14811}","{14069, 28711}"
"1640, 6085","Beyond Beef Fiesty Crumble, Chopped Chicken Meaty Ground Dinner Wet Dog Food","34643, 8766","Dry Roasted Macadamias, Delicious IPA",0.249,0.9784,3.9293,"{1640, 6085}","{34643, 8766}"
7175,Organic Whipped Naturally Buttery Spread,43793,Calendula with Beeswax & Sunflower Zinc Oxide Diaper Cream,0.3403,0.8443,2.481,{7175},{43793}
"11359, 22839","Sensational Strawberry Cheese Danish, Grainiac Organic Bread",19867,Sweet Corn & Carrot with Turkey + Sage Stage 3 Baby Food,0.073,0.6504,8.9096,"{11359, 22839}",{19867}
"29584, 33548","Original Cinnamon Bread, Peach on the Bottom Nonfat Greek Yogurt",31550,"Cake Mix, Premium, Chocolate",0.1989,0.8383,4.2147,"{29584, 33548}",{31550}
"1517, 31357","IncrediBites for Small Dogs With Real Beef Dog Food, Meaty Ground Dinner With Chunky Chicken Wet Dog Food","13959, 45348","Swiss Fudge Cookies, Chillable Red House Wine",0.3521,0.7308,2.0755,"{1517, 31357}","{13959, 45348}"
25819,Small Curd 4% Milk Fat Cottage Cheese,"18703, 26130","Pure Doctor Kombucha, Creamy Gorg Blue-Veined Cheese Soft",0.2864,0.3076,1.074,{25819},"{18703, 26130}"
"23678, 32428","Original Yogurt Caramel, Golden Crinkles French Fried Potatoes","33826, 40705","Apple Cinnamon Walnut Crisps, Complete Therapy Treatment Ovule Antifungal Cream",0.1755,0.3079,1.7544,"{23678, 32428}","{33826, 40705}"
25203,Protein Mac Mild Cheddar  Macaroni & Cheese,"46153, 8281","Cherry Pie Filling, Head of Lettuce",0.149,0.8788,5.898,{25203},"{46153, 8281}"
"17121, 25278","Organic Hearty Brown Rice Miso, Caramel Coffee Mate Natural Bliss Almond Milk Creamer",48448,Dates,0.4392,0.9154,2.0842,"{17121, 25278}",{48448}
"2963, 35376","Lemon Shortbread Cookies, Grovestand Lots of Pulp Orange Juice","24607, 9009","Artichoke & Parmesan Dip, Fuji  Apples",0.4081,0.7857,1.9253,"{2963, 35376}","{24607, 9009}"
"13592, 21843","Frothed Milk & Cold Pressed Espresso Draft Latte, Simply Homemade Walnut Banana Bread Mix","34035, 45848","Hamburger Bun, Greek Yogurt Indulgent Raspberry",0.1554,0.5844,3.7606,"{13592, 21843}","{34035, 45848}"
41271,O'Soy Fruit on the Bottom Blueberry Organic Soy Yogurt,"25080, 4339","Ale, Not Quite Pale, No. 9, Pure Camomile Herbal Tea Bags",0.0525,0.4473,8.52,{41271},"{25080, 4339}"
"29176, 38947","Extra Large Eggs, Party Size Cheese Flavored Snack Puffs",3163,Natural Calm Anti-Stress Drink,0.3043,0.8701,2.8593,"{29176, 38947}",{3163}
23289,Robusto! Parmesan & Romano Pasta Sauce,37019,Dairy Free Gluten Free Cookie Dough Coconut Milk Frozen Dessert,0.0739,0.3105,4.2016,{23289},{37019}
"21198, 9055","Coconut Milk Non Dairy Frozen Dessert No Sugar Added Mint Chip, Farmstyle Greek Strained Yogurt Oregon Strawberry, 2% Milkfat","31452, 47160","Grape Cranberry Juice Cocktail, Hair Expertise Ever Pure Blonde Shampoo",0.1239,0.7094,5.7256,"{21198, 9055}","{31452, 47160}"
43988,Plain Low Fat Australian Style Yogurt,13718,Grape with Electrolytes & Vitamins Water Beverage,0.0228,0.846,37.1053,{43988},{13718}
"12403, 35112","Original Mashed Potatoes, Organic Mashups Strawberry Banana","29064, 34412","Black Cherry Water, Big Bags with Double Zipper, XL",0.2409,0.9347,3.88,"{12403, 35112}","{29064, 34412}"
"33003, 4053","Dill Rye Bread, Fancy Feast Appetizers White Meat Chicken & Flaked Tuna Cat Food","48015, 7671","Lime Slim Can, Organic Yogurt Baby Food",0.2475,0.8066,3.259,"{33003, 4053}","{48015, 7671}"
33643,Spinach and Artichoke Ravioli Refrigerated Pasta,"41601, 46800","All Profits To Charity Pineapple Salsa, Cheesy Scalloped Potatoes",0.3832,0.3008,0.785,{33643},"{41601, 46800}"
"39488, 9291","Enriched Bran Flakes Cereal, Cocoa Butter Formula Lotion With Vitamin E",20171,White Bread,0.3002,0.9045,3.013,"{39488, 9291}",{20171}
46500,"Bean & Rice Chips, Ranch",49311,Heartburn ReliefChews Assorted Fruit Chewable Tablets Antacid,0.0751,0.7127,9.49,{46500},{49311}
30227,Bag of Dutch Yellow Fingerling Potatoes,"3286, 43520","9\"" OvenFresh Pie Plate, Organic Cranberry, Almond & Coconut Super Food Bar",0.4231,0.8964,2.1186,{30227},"{3286, 43520}"
"26403, 993","Organic Classic Cottage Cheese, Mild Diced Tomatoes with Green Chilis",17427,Uncured Beef Franks,0.2342,0.5574,2.38,"{26403, 993}",{17427}
43176,Large White Bread,6445,Gold Blend Tea Bags,0.0159,0.5412,34.0377,{43176},{6445}
"39442, 47434","Hot Kid Toddler Mum-Mum Organic Rice Biscuit Strawberry, Beef Flavor Cup Noodles","15407, 605","Ecological All Purpose Cleaner, Natural Lemon Fragrance, Natural Liquid Laundry Detergent - Blue Eucalyptus and Lavender",0.0591,0.9357,15.8325,"{39442, 47434}","{15407, 605}"
"32478, 43957","Reduced Fat 2% Milk, Peanut Butter Chocolate Pretzel Gelato",24040,Beef Flavor Dog Snacks,0.103,0.8247,8.0068,"{32478, 43957}",{24040}
